Department,Hire_Date,Termination_Date,Tenure,Tenure_Distribution
Accounting,2011-09-17,2016-03-24,4.5205,"MEDIUM TERM"
Accounting,2013-06-27,,NULL,"LEGACY TENURE"
Accounting,2015-12-22,2025-07-17,9.5753,"MEDIUM TERM"
Accounting,2002-12-16,,NULL,"LEGACY TENURE"
Accounting,2017-11-30,,NULL,"LEGACY TENURE"
Accounting,2015-06-11,,NULL,"LEGACY TENURE"
Accounting,2005-09-29,,NULL,"LEGACY TENURE"
Accounting,2009-02-07,,NULL,"LEGACY TENURE"
Accounting,2001-07-28,2012-02-08,10.5397,"LONG TERM"
Accounting,2010-09-25,,NULL,"LEGACY TENURE"
Accounting,2008-03-31,,NULL,"LEGACY TENURE"
Accounting,2020-09-20,2024-06-23,3.7589,"MEDIUM TERM"
Accounting,2018-11-09,,NULL,"LEGACY TENURE"
Accounting,2011-06-11,2026-07-01,15.0658,"LONG TERM"
Accounting,2008-06-13,,NULL,"LEGACY TENURE"
Accounting,2009-05-13,,NULL,"LEGACY TENURE"
Accounting,2014-11-18,2029-12-16,15.0877,"LONG TERM"
Accounting,2011-09-29,,NULL,"LEGACY TENURE"
Accounting,2009-02-18,,NULL,"LEGACY TENURE"
Accounting,2002-08-05,,NULL,"LEGACY TENURE"
Accounting,2014-05-01,2014-10-28,0.4932,"ENTRY LEVEL"
Accounting,2020-04-11,,NULL,"LEGACY TENURE"
Accounting,2003-11-12,,NULL,"LEGACY TENURE"
Accounting,2013-03-08,,NULL,"LEGACY TENURE"
Accounting,2006-07-12,,NULL,"LEGACY TENURE"
Accounting,2018-09-05,,NULL,"LEGACY TENURE"
Accounting,2013-12-07,,NULL,"LEGACY TENURE"
Accounting,2015-12-03,,NULL,"LEGACY TENURE"
Accounting,2014-10-18,,NULL,"LEGACY TENURE"
Accounting,2009-12-18,,NULL,"LEGACY TENURE"
Accounting,2018-04-12,,NULL,"LEGACY TENURE"
Accounting,2017-05-13,,NULL,"LEGACY TENURE"
Accounting,2019-07-19,,NULL,"LEGACY TENURE"
Accounting,2001-02-22,,NULL,"LEGACY TENURE"
Accounting,2000-11-24,,NULL,"LEGACY TENURE"
Accounting,2016-04-08,,NULL,"LEGACY TENURE"
Accounting,2003-10-19,,NULL,"LEGACY TENURE"
Accounting,2002-01-05,,NULL,"LEGACY TENURE"
Accounting,2018-07-19,,NULL,"LEGACY TENURE"
Accounting,2001-05-26,,NULL,"LEGACY TENURE"
Accounting,2008-10-03,,NULL,"LEGACY TENURE"
Accounting,2008-12-08,,NULL,"LEGACY TENURE"
Accounting,2014-12-13,,NULL,"LEGACY TENURE"
Accounting,2016-08-08,,NULL,"LEGACY TENURE"
Accounting,2010-06-07,,NULL,"LEGACY TENURE"
Accounting,2012-06-04,,NULL,"LEGACY TENURE"
Accounting,2014-11-06,,NULL,"LEGACY TENURE"
Accounting,2001-03-24,,NULL,"LEGACY TENURE"
Accounting,2005-11-14,2022-08-24,16.7863,"LEGACY TENURE"
Accounting,2011-11-30,,NULL,"LEGACY TENURE"
Accounting,2014-12-05,2019-02-23,4.2219,"MEDIUM TERM"
Accounting,2008-09-20,,NULL,"LEGACY TENURE"
Accounting,2020-11-28,,NULL,"LEGACY TENURE"
Accounting,2013-11-11,,NULL,"LEGACY TENURE"
Accounting,2009-06-07,,NULL,"LEGACY TENURE"
Accounting,2007-06-04,,NULL,"LEGACY TENURE"
Accounting,2017-03-14,,NULL,"LEGACY TENURE"
Accounting,2003-06-11,,NULL,"LEGACY TENURE"
Accounting,2006-06-13,,NULL,"LEGACY TENURE"
Accounting,2009-12-02,,NULL,"LEGACY TENURE"
Accounting,2007-04-04,,NULL,"LEGACY TENURE"
Accounting,2009-10-09,,NULL,"LEGACY TENURE"
Accounting,2014-08-31,,NULL,"LEGACY TENURE"
Accounting,2007-05-26,,NULL,"LEGACY TENURE"
Accounting,2015-03-17,,NULL,"LEGACY TENURE"
Accounting,2014-08-15,,NULL,"LEGACY TENURE"
Accounting,2012-09-03,,NULL,"LEGACY TENURE"
Accounting,2017-09-22,,NULL,"LEGACY TENURE"
Accounting,2013-11-16,2018-04-27,4.4466,"MEDIUM TERM"
Accounting,2005-06-01,,NULL,"LEGACY TENURE"
Accounting,2016-05-11,,NULL,"LEGACY TENURE"
Accounting,2007-10-02,,NULL,"LEGACY TENURE"
Accounting,2013-06-09,,NULL,"LEGACY TENURE"
Accounting,2012-03-30,,NULL,"LEGACY TENURE"
Accounting,2001-08-28,,NULL,"LEGACY TENURE"
Accounting,2011-03-14,,NULL,"LEGACY TENURE"
Accounting,2003-11-01,,NULL,"LEGACY TENURE"
Accounting,2019-11-14,,NULL,"LEGACY TENURE"
Accounting,2011-09-30,,NULL,"LEGACY TENURE"
Accounting,2018-11-16,,NULL,"LEGACY TENURE"
Accounting,2003-06-29,,NULL,"LEGACY TENURE"
Accounting,2008-07-14,,NULL,"LEGACY TENURE"
Accounting,2009-12-18,,NULL,"LEGACY TENURE"
Accounting,2018-10-21,,NULL,"LEGACY TENURE"
Accounting,2013-02-04,,NULL,"LEGACY TENURE"
Accounting,2020-11-16,,NULL,"LEGACY TENURE"
Accounting,2001-09-09,,NULL,"LEGACY TENURE"
Accounting,2009-06-13,,NULL,"LEGACY TENURE"
Accounting,2014-02-01,,NULL,"LEGACY TENURE"
Accounting,2005-10-13,,NULL,"LEGACY TENURE"
Accounting,2001-03-01,,NULL,"LEGACY TENURE"
Accounting,2011-04-28,,NULL,"LEGACY TENURE"
Accounting,2001-10-06,,NULL,"LEGACY TENURE"
Accounting,2017-08-03,,NULL,"LEGACY TENURE"
Accounting,2006-12-16,,NULL,"LEGACY TENURE"
Accounting,2020-07-06,2027-05-03,6.8274,"MEDIUM TERM"
Accounting,2006-05-15,,NULL,"LEGACY TENURE"
Accounting,2009-04-20,,NULL,"LEGACY TENURE"
Accounting,2001-02-09,,NULL,"LEGACY TENURE"
Accounting,2002-10-02,2023-03-04,20.4329,"LEGACY TENURE"
Accounting,2017-12-22,,NULL,"LEGACY TENURE"
Accounting,2009-10-23,,NULL,"LEGACY TENURE"
Accounting,2011-06-09,,NULL,"LEGACY TENURE"
Accounting,2011-10-03,,NULL,"LEGACY TENURE"
Accounting,2000-12-09,,NULL,"LEGACY TENURE"
Accounting,2017-01-29,,NULL,"LEGACY TENURE"
Accounting,2018-01-28,,NULL,"LEGACY TENURE"
Accounting,2016-07-20,,NULL,"LEGACY TENURE"
Accounting,2011-09-25,,NULL,"LEGACY TENURE"
Accounting,2004-12-14,,NULL,"LEGACY TENURE"
Accounting,2001-06-01,2007-11-15,6.4603,"MEDIUM TERM"
Accounting,2011-12-19,,NULL,"LEGACY TENURE"
Accounting,2014-05-24,,NULL,"LEGACY TENURE"
Accounting,2005-10-23,,NULL,"LEGACY TENURE"
Accounting,2003-03-23,,NULL,"LEGACY TENURE"
Accounting,2010-05-08,,NULL,"LEGACY TENURE"
Accounting,2007-10-16,,NULL,"LEGACY TENURE"
Accounting,2009-03-09,,NULL,"LEGACY TENURE"
Accounting,2018-09-05,2037-09-22,19.0603,"LEGACY TENURE"
Accounting,2008-04-30,,NULL,"LEGACY TENURE"
Accounting,2018-12-27,,NULL,"LEGACY TENURE"
Accounting,2006-05-26,,NULL,"LEGACY TENURE"
Accounting,2002-02-04,,NULL,"LEGACY TENURE"
Accounting,2008-01-08,,NULL,"LEGACY TENURE"
Accounting,2008-10-31,,NULL,"LEGACY TENURE"
Accounting,2004-08-06,,NULL,"LEGACY TENURE"
Accounting,2012-10-07,,NULL,"LEGACY TENURE"
Accounting,2002-11-16,,NULL,"LEGACY TENURE"
Accounting,2014-06-20,,NULL,"LEGACY TENURE"
Accounting,2014-12-10,,NULL,"LEGACY TENURE"
Accounting,2016-08-15,2017-07-28,0.9507,"ENTRY LEVEL"
Accounting,2015-03-11,2034-05-15,19.1918,"LEGACY TENURE"
Accounting,2005-04-19,2006-09-20,1.4219,"ENTRY LEVEL"
Accounting,2003-07-15,,NULL,"LEGACY TENURE"
Accounting,2008-06-26,,NULL,"LEGACY TENURE"
Accounting,2005-06-07,,NULL,"LEGACY TENURE"
Accounting,2015-04-28,,NULL,"LEGACY TENURE"
Accounting,2003-04-22,,NULL,"LEGACY TENURE"
Accounting,2009-06-12,,NULL,"LEGACY TENURE"
Accounting,2016-09-01,2030-05-12,13.7014,"LONG TERM"
Accounting,2005-11-07,,NULL,"LEGACY TENURE"
Accounting,2019-08-24,,NULL,"LEGACY TENURE"
Accounting,2011-09-01,,NULL,"LEGACY TENURE"
Accounting,2011-02-07,,NULL,"LEGACY TENURE"
Accounting,2003-10-20,2004-01-30,0.2795,"ENTRY LEVEL"
Accounting,2007-11-14,,NULL,"LEGACY TENURE"
Accounting,2008-07-30,,NULL,"LEGACY TENURE"
Accounting,2002-02-07,,NULL,"LEGACY TENURE"
Accounting,2004-10-28,2017-09-19,12.9014,"LONG TERM"
Accounting,2014-06-29,,NULL,"LEGACY TENURE"
Accounting,2019-11-12,,NULL,"LEGACY TENURE"
Accounting,2007-03-10,,NULL,"LEGACY TENURE"
Accounting,2008-07-20,,NULL,"LEGACY TENURE"
Accounting,2013-11-25,,NULL,"LEGACY TENURE"
Accounting,2012-03-05,2032-02-09,19.9452,"LEGACY TENURE"
Accounting,2002-11-16,,NULL,"LEGACY TENURE"
Accounting,2002-05-11,,NULL,"LEGACY TENURE"
Accounting,2011-01-21,2018-03-28,7.1863,"MEDIUM TERM"
Accounting,2020-01-07,,NULL,"LEGACY TENURE"
Accounting,2009-03-12,2013-02-27,3.9671,"MEDIUM TERM"
Accounting,2018-10-27,,NULL,"LEGACY TENURE"
Accounting,2007-01-10,,NULL,"LEGACY TENURE"
Accounting,2008-11-25,,NULL,"LEGACY TENURE"
Accounting,2010-07-07,,NULL,"LEGACY TENURE"
Accounting,2004-03-03,,NULL,"LEGACY TENURE"
Accounting,2004-09-03,,NULL,"LEGACY TENURE"
Accounting,2015-07-19,,NULL,"LEGACY TENURE"
Accounting,2020-12-10,,NULL,"LEGACY TENURE"
Accounting,2017-05-17,,NULL,"LEGACY TENURE"
Accounting,2010-09-10,,NULL,"LEGACY TENURE"
Accounting,2014-06-16,,NULL,"LEGACY TENURE"
Accounting,2020-05-12,,NULL,"LEGACY TENURE"
Accounting,2004-12-20,,NULL,"LEGACY TENURE"
Accounting,2015-08-03,,NULL,"LEGACY TENURE"
Accounting,2004-12-22,,NULL,"LEGACY TENURE"
Accounting,2016-03-04,,NULL,"LEGACY TENURE"
Accounting,2009-10-07,,NULL,"LEGACY TENURE"
Accounting,2009-02-26,,NULL,"LEGACY TENURE"
Accounting,2020-01-06,,NULL,"LEGACY TENURE"
Accounting,2005-11-14,,NULL,"LEGACY TENURE"
Accounting,2016-09-15,,NULL,"LEGACY TENURE"
Accounting,2017-10-06,,NULL,"LEGACY TENURE"
Accounting,2010-03-06,,NULL,"LEGACY TENURE"
Accounting,2009-08-17,,NULL,"LEGACY TENURE"
Accounting,2004-02-15,,NULL,"LEGACY TENURE"
Accounting,2000-11-19,,NULL,"LEGACY TENURE"
Accounting,2014-09-10,,NULL,"LEGACY TENURE"
Accounting,2019-02-25,2033-05-04,14.1973,"LONG TERM"
Accounting,2006-10-16,2022-01-21,15.2767,"LONG TERM"
Accounting,2000-10-21,,NULL,"LEGACY TENURE"
Accounting,2012-01-29,,NULL,"LEGACY TENURE"
Accounting,2020-01-24,2026-09-30,6.6877,"MEDIUM TERM"
Accounting,2006-09-16,2007-04-15,0.5781,"ENTRY LEVEL"
Accounting,2020-01-27,,NULL,"LEGACY TENURE"
Accounting,2003-07-30,,NULL,"LEGACY TENURE"
Accounting,2008-10-16,,NULL,"LEGACY TENURE"
Accounting,2009-02-06,,NULL,"LEGACY TENURE"
Accounting,2010-10-01,,NULL,"LEGACY TENURE"
Accounting,2008-02-15,,NULL,"LEGACY TENURE"
Accounting,2002-12-06,,NULL,"LEGACY TENURE"
Accounting,2010-02-06,2025-02-07,15.0137,"LONG TERM"
Accounting,2008-12-13,,NULL,"LEGACY TENURE"
Accounting,2004-05-02,2011-09-27,7.4082,"MEDIUM TERM"
Accounting,2020-11-09,,NULL,"LEGACY TENURE"
Accounting,2001-09-04,,NULL,"LEGACY TENURE"
Accounting,2020-01-16,2026-05-11,6.3205,"MEDIUM TERM"
Accounting,2009-12-23,,NULL,"LEGACY TENURE"
Accounting,2013-02-13,,NULL,"LEGACY TENURE"
Accounting,2011-06-22,2027-10-19,16.3370,"LEGACY TENURE"
Accounting,2011-04-10,,NULL,"LEGACY TENURE"
Accounting,2016-08-07,,NULL,"LEGACY TENURE"
Accounting,2019-12-30,,NULL,"LEGACY TENURE"
Accounting,2012-03-17,,NULL,"LEGACY TENURE"
Accounting,2019-07-26,,NULL,"LEGACY TENURE"
Accounting,2014-01-01,2018-09-10,4.6932,"MEDIUM TERM"
Accounting,2004-08-11,,NULL,"LEGACY TENURE"
Accounting,2003-07-22,,NULL,"LEGACY TENURE"
Accounting,2016-05-24,,NULL,"LEGACY TENURE"
Accounting,2014-03-08,,NULL,"LEGACY TENURE"
Accounting,2019-09-08,,NULL,"LEGACY TENURE"
Accounting,2004-12-06,,NULL,"LEGACY TENURE"
Accounting,2013-03-31,,NULL,"LEGACY TENURE"
Accounting,2012-12-10,2021-10-28,8.8877,"MEDIUM TERM"
Accounting,2011-09-26,,NULL,"LEGACY TENURE"
Accounting,2012-12-22,,NULL,"LEGACY TENURE"
Accounting,2008-12-03,,NULL,"LEGACY TENURE"
Accounting,2006-03-16,2025-12-20,19.7781,"LEGACY TENURE"
Accounting,2002-12-12,2019-05-30,16.4740,"LEGACY TENURE"
Accounting,2008-01-25,,NULL,"LEGACY TENURE"
Accounting,2003-08-18,,NULL,"LEGACY TENURE"
Accounting,2003-01-08,2022-09-06,19.6740,"LEGACY TENURE"
Accounting,2019-06-20,,NULL,"LEGACY TENURE"
Accounting,2017-09-16,,NULL,"LEGACY TENURE"
Accounting,2018-07-19,,NULL,"LEGACY TENURE"
Accounting,2011-05-29,,NULL,"LEGACY TENURE"
Accounting,2007-10-28,,NULL,"LEGACY TENURE"
Accounting,2001-03-21,,NULL,"LEGACY TENURE"
Accounting,2018-02-18,,NULL,"LEGACY TENURE"
Accounting,2001-11-22,,NULL,"LEGACY TENURE"
Accounting,2015-03-01,,NULL,"LEGACY TENURE"
Accounting,2014-08-14,,NULL,"LEGACY TENURE"
Accounting,2010-04-12,,NULL,"LEGACY TENURE"
Accounting,2009-01-01,,NULL,"LEGACY TENURE"
Accounting,2010-08-15,,NULL,"LEGACY TENURE"
Accounting,2014-11-02,,NULL,"LEGACY TENURE"
Accounting,2007-10-22,,NULL,"LEGACY TENURE"
Accounting,2013-03-28,2030-02-23,16.9205,"LEGACY TENURE"
Accounting,2007-03-21,,NULL,"LEGACY TENURE"
Accounting,2014-01-08,,NULL,"LEGACY TENURE"
Accounting,2004-09-09,,NULL,"LEGACY TENURE"
Accounting,2004-01-24,,NULL,"LEGACY TENURE"
Accounting,2015-04-07,,NULL,"LEGACY TENURE"
Accounting,2019-04-18,,NULL,"LEGACY TENURE"
Accounting,2015-12-29,,NULL,"LEGACY TENURE"
Accounting,2015-10-16,2019-06-02,3.6301,"MEDIUM TERM"
Accounting,2017-08-18,,NULL,"LEGACY TENURE"
Accounting,2003-02-05,,NULL,"LEGACY TENURE"
Accounting,2002-08-11,2021-06-18,18.8658,"LEGACY TENURE"
Accounting,2009-03-19,,NULL,"LEGACY TENURE"
Accounting,2010-04-14,2023-05-11,13.0822,"LONG TERM"
Accounting,2017-01-26,,NULL,"LEGACY TENURE"
Accounting,2004-07-02,2007-02-26,2.6548,"MEDIUM TERM"
Accounting,2008-11-11,,NULL,"LEGACY TENURE"
Accounting,2003-05-06,,NULL,"LEGACY TENURE"
Accounting,2004-05-04,2011-05-25,7.0603,"MEDIUM TERM"
Accounting,2018-10-12,,NULL,"LEGACY TENURE"
Accounting,2003-05-12,,NULL,"LEGACY TENURE"
Accounting,2005-05-24,,NULL,"LEGACY TENURE"
Accounting,2014-08-14,2023-07-07,8.9014,"MEDIUM TERM"
Accounting,2003-12-17,,NULL,"LEGACY TENURE"
Accounting,2020-04-04,2023-10-19,3.5425,"MEDIUM TERM"
Accounting,2019-06-29,,NULL,"LEGACY TENURE"
Accounting,2003-10-10,,NULL,"LEGACY TENURE"
Accounting,2010-03-27,,NULL,"LEGACY TENURE"
Accounting,2020-01-16,,NULL,"LEGACY TENURE"
Accounting,2012-01-14,2025-01-25,13.0411,"LONG TERM"
Accounting,2008-05-29,,NULL,"LEGACY TENURE"
Accounting,2009-01-11,,NULL,"LEGACY TENURE"
Accounting,2014-05-02,2015-02-18,0.8000,"ENTRY LEVEL"
Accounting,2007-01-06,,NULL,"LEGACY TENURE"
Accounting,2020-03-12,,NULL,"LEGACY TENURE"
Accounting,2010-12-05,,NULL,"LEGACY TENURE"
Accounting,2016-09-01,,NULL,"LEGACY TENURE"
Accounting,2014-09-14,,NULL,"LEGACY TENURE"
Accounting,2003-07-30,,NULL,"LEGACY TENURE"
Accounting,2011-04-14,,NULL,"LEGACY TENURE"
Accounting,2006-07-14,,NULL,"LEGACY TENURE"
Accounting,2012-02-21,,NULL,"LEGACY TENURE"
Accounting,2005-07-10,,NULL,"LEGACY TENURE"
Accounting,2017-11-11,,NULL,"LEGACY TENURE"
Accounting,2005-03-07,,NULL,"LEGACY TENURE"
Accounting,2011-07-07,,NULL,"LEGACY TENURE"
Accounting,2003-03-18,,NULL,"LEGACY TENURE"
Accounting,2001-02-10,2018-11-16,17.7753,"LEGACY TENURE"
Accounting,2015-03-04,,NULL,"LEGACY TENURE"
Accounting,2015-07-27,,NULL,"LEGACY TENURE"
Accounting,2016-11-04,,NULL,"LEGACY TENURE"
Accounting,2016-11-17,2031-07-20,14.6795,"LONG TERM"
Accounting,2006-08-31,,NULL,"LEGACY TENURE"
Accounting,2012-03-16,,NULL,"LEGACY TENURE"
Accounting,2012-03-02,,NULL,"LEGACY TENURE"
Accounting,2015-10-04,,NULL,"LEGACY TENURE"
Accounting,2019-07-15,,NULL,"LEGACY TENURE"
Accounting,2003-03-15,,NULL,"LEGACY TENURE"
Accounting,2009-02-09,,NULL,"LEGACY TENURE"
Accounting,2009-04-15,,NULL,"LEGACY TENURE"
Accounting,2017-02-09,2032-09-25,15.6356,"LEGACY TENURE"
Accounting,2008-03-04,2021-12-08,13.7726,"LONG TERM"
Accounting,2007-07-23,,NULL,"LEGACY TENURE"
Accounting,2012-09-03,,NULL,"LEGACY TENURE"
Accounting,2003-10-07,,NULL,"LEGACY TENURE"
Accounting,2018-11-12,,NULL,"LEGACY TENURE"
Accounting,2012-11-22,2029-08-21,16.7562,"LEGACY TENURE"
Accounting,2016-07-18,,NULL,"LEGACY TENURE"
Accounting,2009-05-19,,NULL,"LEGACY TENURE"
Accounting,2001-10-30,,NULL,"LEGACY TENURE"
Accounting,2005-08-03,,NULL,"LEGACY TENURE"
Accounting,2011-06-08,,NULL,"LEGACY TENURE"
Accounting,2018-09-26,,NULL,"LEGACY TENURE"
Accounting,2007-05-20,,NULL,"LEGACY TENURE"
Accounting,2016-12-22,,NULL,"LEGACY TENURE"
Accounting,2010-11-24,,NULL,"LEGACY TENURE"
Accounting,2005-01-18,,NULL,"LEGACY TENURE"
Accounting,2010-11-30,2021-06-28,10.5836,"LONG TERM"
Accounting,2012-08-02,,NULL,"LEGACY TENURE"
Accounting,2009-09-14,2027-12-06,18.2384,"LEGACY TENURE"
Accounting,2007-01-19,,NULL,"LEGACY TENURE"
Accounting,2000-12-22,,NULL,"LEGACY TENURE"
Accounting,2002-06-30,,NULL,"LEGACY TENURE"
Accounting,2004-05-08,2012-12-12,8.6027,"MEDIUM TERM"
Accounting,2012-03-03,,NULL,"LEGACY TENURE"
Accounting,2009-07-03,2016-11-02,7.3397,"MEDIUM TERM"
Accounting,2009-05-25,,NULL,"LEGACY TENURE"
Accounting,2006-11-18,,NULL,"LEGACY TENURE"
Accounting,2002-08-19,,NULL,"LEGACY TENURE"
Accounting,2011-02-08,,NULL,"LEGACY TENURE"
Accounting,2013-01-17,,NULL,"LEGACY TENURE"
Accounting,2010-08-22,,NULL,"LEGACY TENURE"
Accounting,2015-03-26,2018-09-25,3.5041,"MEDIUM TERM"
Accounting,2013-11-26,,NULL,"LEGACY TENURE"
Accounting,2007-02-24,,NULL,"LEGACY TENURE"
Accounting,2014-05-05,,NULL,"LEGACY TENURE"
Accounting,2016-04-30,2017-02-22,0.8164,"ENTRY LEVEL"
Accounting,2003-08-29,2019-08-08,15.9534,"LEGACY TENURE"
Accounting,2019-03-11,,NULL,"LEGACY TENURE"
Accounting,2019-01-02,,NULL,"LEGACY TENURE"
Accounting,2007-04-07,,NULL,"LEGACY TENURE"
Accounting,2008-11-03,2016-05-24,7.5589,"MEDIUM TERM"
Accounting,2020-05-10,,NULL,"LEGACY TENURE"
Accounting,2001-04-04,,NULL,"LEGACY TENURE"
Accounting,2002-07-30,,NULL,"LEGACY TENURE"
Accounting,2016-07-23,,NULL,"LEGACY TENURE"
Accounting,2005-09-02,2026-06-17,20.8027,"LEGACY TENURE"
Accounting,2002-09-13,,NULL,"LEGACY TENURE"
Accounting,2008-09-30,,NULL,"LEGACY TENURE"
Accounting,2011-06-18,,NULL,"LEGACY TENURE"
Accounting,2009-09-24,2020-06-04,10.7014,"LONG TERM"
Accounting,2016-12-17,,NULL,"LEGACY TENURE"
Accounting,2000-12-12,,NULL,"LEGACY TENURE"
Accounting,2014-09-06,,NULL,"LEGACY TENURE"
Accounting,2014-09-02,,NULL,"LEGACY TENURE"
Accounting,2007-12-29,2010-11-04,2.8521,"MEDIUM TERM"
Accounting,2017-12-28,2025-01-17,7.0603,"MEDIUM TERM"
Accounting,2001-10-01,,NULL,"LEGACY TENURE"
Accounting,2002-10-09,,NULL,"LEGACY TENURE"
Accounting,2009-06-14,,NULL,"LEGACY TENURE"
Accounting,2011-04-17,,NULL,"LEGACY TENURE"
Accounting,2015-02-14,,NULL,"LEGACY TENURE"
Accounting,2006-04-17,2026-08-15,20.3425,"LEGACY TENURE"
Accounting,2019-11-15,2023-08-05,3.7233,"MEDIUM TERM"
Accounting,2003-10-01,,NULL,"LEGACY TENURE"
Accounting,2012-12-04,,NULL,"LEGACY TENURE"
Accounting,2013-03-20,,NULL,"LEGACY TENURE"
Accounting,2002-02-22,,NULL,"LEGACY TENURE"
Accounting,2013-11-22,,NULL,"LEGACY TENURE"
Accounting,2015-08-05,,NULL,"LEGACY TENURE"
Accounting,2009-01-12,,NULL,"LEGACY TENURE"
Accounting,2005-07-10,,NULL,"LEGACY TENURE"
Accounting,2007-11-29,,NULL,"LEGACY TENURE"
Accounting,2010-12-26,,NULL,"LEGACY TENURE"
Accounting,2015-10-21,,NULL,"LEGACY TENURE"
Accounting,2009-06-21,,NULL,"LEGACY TENURE"
Accounting,2001-09-14,,NULL,"LEGACY TENURE"
Accounting,2009-08-16,2011-09-22,2.1014,"ENTRY LEVEL"
Accounting,2004-04-16,,NULL,"LEGACY TENURE"
Accounting,2006-12-17,,NULL,"LEGACY TENURE"
Accounting,2014-11-14,,NULL,"LEGACY TENURE"
Accounting,2010-07-13,,NULL,"LEGACY TENURE"
Accounting,2006-11-10,,NULL,"LEGACY TENURE"
Accounting,2011-08-26,,NULL,"LEGACY TENURE"
Accounting,2016-08-03,2032-10-18,16.2192,"LEGACY TENURE"
Accounting,2016-11-05,2030-01-17,13.2082,"LONG TERM"
Accounting,2016-11-01,,NULL,"LEGACY TENURE"
Accounting,2011-11-15,,NULL,"LEGACY TENURE"
Accounting,2007-11-23,,NULL,"LEGACY TENURE"
Accounting,2002-12-28,,NULL,"LEGACY TENURE"
Accounting,2012-11-10,,NULL,"LEGACY TENURE"
Accounting,2016-12-01,,NULL,"LEGACY TENURE"
Accounting,2005-09-29,,NULL,"LEGACY TENURE"
Accounting,2014-10-16,,NULL,"LEGACY TENURE"
Accounting,2006-06-25,,NULL,"LEGACY TENURE"
Accounting,2015-02-05,,NULL,"LEGACY TENURE"
Accounting,2001-04-17,,NULL,"LEGACY TENURE"
Accounting,2020-01-22,,NULL,"LEGACY TENURE"
Accounting,2010-09-16,,NULL,"LEGACY TENURE"
Accounting,2019-01-04,,NULL,"LEGACY TENURE"
Accounting,2017-06-27,2029-10-30,12.3507,"LONG TERM"
Accounting,2011-03-26,,NULL,"LEGACY TENURE"
Accounting,2019-08-12,,NULL,"LEGACY TENURE"
Accounting,2015-08-17,,NULL,"LEGACY TENURE"
Accounting,2012-04-12,2013-10-23,1.5315,"ENTRY LEVEL"
Accounting,2011-09-29,,NULL,"LEGACY TENURE"
Accounting,2015-09-22,,NULL,"LEGACY TENURE"
Accounting,2017-09-07,,NULL,"LEGACY TENURE"
Accounting,2015-10-31,,NULL,"LEGACY TENURE"
Accounting,2004-03-29,2025-04-23,21.0822,"LEGACY TENURE"
Accounting,2002-09-02,2021-12-01,19.2603,"LEGACY TENURE"
Accounting,2018-05-23,,NULL,"LEGACY TENURE"
Accounting,2002-01-21,,NULL,"LEGACY TENURE"
Accounting,2006-02-07,,NULL,"LEGACY TENURE"
Accounting,2012-05-29,,NULL,"LEGACY TENURE"
Accounting,2003-03-04,2012-05-12,9.1973,"MEDIUM TERM"
Accounting,2014-12-30,,NULL,"LEGACY TENURE"
Accounting,2004-11-30,,NULL,"LEGACY TENURE"
Accounting,2015-10-28,,NULL,"LEGACY TENURE"
Accounting,2000-12-16,,NULL,"LEGACY TENURE"
Accounting,2002-07-04,,NULL,"LEGACY TENURE"
Accounting,2004-02-11,2015-06-02,11.3123,"LONG TERM"
Accounting,2009-02-04,,NULL,"LEGACY TENURE"
Accounting,2001-09-12,,NULL,"LEGACY TENURE"
Accounting,2005-01-21,,NULL,"LEGACY TENURE"
Accounting,2015-06-09,,NULL,"LEGACY TENURE"
Accounting,2014-08-21,,NULL,"LEGACY TENURE"
Accounting,2016-02-06,2035-05-17,19.2877,"LEGACY TENURE"
Accounting,2005-04-04,,NULL,"LEGACY TENURE"
Accounting,2010-07-10,,NULL,"LEGACY TENURE"
Accounting,2018-01-01,,NULL,"LEGACY TENURE"
Accounting,2012-06-27,,NULL,"LEGACY TENURE"
Accounting,2014-08-19,,NULL,"LEGACY TENURE"
Accounting,2005-04-17,2018-02-20,12.8548,"LONG TERM"
Accounting,2011-09-10,,NULL,"LEGACY TENURE"
Accounting,2001-06-14,,NULL,"LEGACY TENURE"
Accounting,2006-06-16,,NULL,"LEGACY TENURE"
Accounting,2007-07-25,,NULL,"LEGACY TENURE"
Accounting,2013-10-06,2013-11-16,0.1123,"ENTRY LEVEL"
Accounting,2005-01-08,,NULL,"LEGACY TENURE"
Accounting,2019-02-24,,NULL,"LEGACY TENURE"
Accounting,2013-07-25,,NULL,"LEGACY TENURE"
Accounting,2019-04-12,,NULL,"LEGACY TENURE"
Accounting,2011-04-13,,NULL,"LEGACY TENURE"
Accounting,2014-04-06,,NULL,"LEGACY TENURE"
Accounting,2013-08-17,,NULL,"LEGACY TENURE"
Accounting,2016-09-12,,NULL,"LEGACY TENURE"
Accounting,2012-05-13,2016-03-27,3.8740,"MEDIUM TERM"
Accounting,2005-03-28,,NULL,"LEGACY TENURE"
Accounting,2007-02-09,,NULL,"LEGACY TENURE"
Accounting,2019-10-21,,NULL,"LEGACY TENURE"
Accounting,2013-07-19,,NULL,"LEGACY TENURE"
Accounting,2012-08-20,,NULL,"LEGACY TENURE"
Accounting,2013-09-17,,NULL,"LEGACY TENURE"
Accounting,2010-12-25,,NULL,"LEGACY TENURE"
Accounting,2005-04-27,2022-06-04,17.1151,"LEGACY TENURE"
Accounting,2009-08-25,2020-04-26,10.6767,"LONG TERM"
